Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
06/17/2015,DODG,4T,,WHI,V749979,IL,701 N. Sacramento,(773) 265-7605,6820181
06/17/2015,DODG,LL,,,S818556,IL,10300 S. Doty,(773) 568-8495,2766319
06/17/2015,DODG,PK,R15,GRY,P606530,IL,701 N. Sacramento,(773) 265-7605,6820220
06/17/2015,DODG,VN,TK,PLE,E359058,IL,701 N. Sacramento,(773) 265-7605,6820248
06/17/2015,DODG,VN,,BLU,3728912,IL,10300 S. Doty,(773) 568-8495,2766309
06/17/2015,FORD,2D,,BLU,S876377,IL,701 N. Sacramento,(773) 265-7605,6820214
06/17/2015,FORD,4D,FOC,BLK,E502503,IL,701 N. Sacramento,(773) 265-7605,6820227
06/17/2015,FORD,4D,,GRY,S353537,IL,10300 S. Doty,(773) 568-8495,2766327
06/17/2015,FORD,4D,TAU,GRY,S898775,IL,10300 S. Doty,(773) 785-9752,1715308
06/17/2015,FORD,4D,,WHI,E695092,IL,701 N. Sacramento,(773) 265-7605,6820252
06/17/2015,FORD,4T,,WHI,E232454,IL,701 N. Sacramento,(773) 265-7605,6820191
06/17/2015,FORD,LL,,SIL,R478045,IL,701 N. Sacramento,(773) 265-7605,6820172
06/17/2015,FORD,LL,TK,RED,R499466,IL,701 N. Sacramento,(773) 265-7605,6820202
06/17/2015,FORD,PK,TK,WHI,321276D,IL,701 N. Sacramento,(773) 265-7605,6820183
06/17/2015,FORD,VN,,GRN,V136106,IL,701 N. Sacramento,(773) 265-7605,6820237
06/17/2015,FORD,,EC3,WHI,378834D,IL,10300 S. Doty,(773) 568-8495,2766316
06/17/2015,GMC,PK,TK,GRY,P856583,IL,10300 S. Doty,(773) 568-8495,2766310
06/17/2015,GMC,VN,,WHI,1597362,IL,10300 S. Doty,(773) 568-8495,2766325
06/17/2015,HOND,2D,,GRY,S239026,IL,701 N. Sacramento,(773) 265-7605,6820215
06/17/2015,HOND,2D,CIV,GRN,CPQ7442,MI,701 N. Sacramento,(773) 265-7605,6820234
06/17/2015,HOND,2D,,GRY,S239026,IL,701 N. Sacramento,(773) 265-7605,6820215
06/17/2015,HOND,2D,,SIL,G145808,IL,400 E. Lower Wacker,(312) 744-7550,928667
06/17/2015,HOND,2D,,RED,S103294,IL,10300 S. Doty,(773) 785-9752,1715309
06/17/2015,HOND,4D,,GRN,X661900,IL,701 N. Sacramento,(773) 265-7605,6820159
06/17/2015,HOND,4D,CIV,SIL,S287378,IL,10300 S. Doty,(773) 568-8495,2766322
06/17/2015,HOND,4D,CIV,WHI,E230751,IL,701 N. Sacramento,(773) 265-1846,1533486
06/17/2015,HOND,4D,,BLK,E572795,IL,400 E. Lower Wacker,(312) 744-7550,928682
06/17/2015,HOND,4D,,GRN,N848416,IL,701 N. Sacramento,(773) 265-7605,6820160
06/17/2015,HOND,4D,,MAR,P886753,IL,701 N. Sacramento,(773) 265-7605,6820242
06/17/2015,HOND,4D,ACC,GRY,S900298,IL,701 N. Sacramento,(773) 265-7605,6820195
06/17/2015,HOND,4D,,GRY,P487706,IL,701 N. Sacramento,(773) 265-7605,6820232
06/17/2015,HOND,4D,ACC,GRY,9076529,IL,701 N. Sacramento,(773) 265-7605,6820205
06/17/2015,HOND,LL,,MAR,CJC6968,MI,701 N. Sacramento,(773) 265-7605,6820241
06/17/2015,HOND,LL,CRV,GRN,L294090,IL,701 N. Sacramento,(773) 265-7605,6820222
06/17/2015,HOND,LL,TK,BLK,S139542,IL,701 N. Sacramento,(773) 265-7605,6820251
06/17/2015,HOND,LL,,BLK,S771442,IL,400 E. Lower Wacker,(312) 744-7550,928661
06/17/2015,HOND,LL,,BLK,S374399,IL,701 N. Sacramento,(773) 265-1846,1533491
06/17/2015,HOND,MC,,RED,M841QC,IN,701 N. Sacramento,(773) 265-1846,1533489
06/17/2015,HYUN,4D,,WHI,GAJ6023,NY,701 N. Sacramento,(773) 265-7605,6820240
06/17/2015,HYUN,4D,,MAR,V483697,IL,701 N. Sacramento,(773) 265-7605,6820157
06/17/2015,HYUN,4D,ELN,GRY,S996933,IL,701 N. Sacramento,(773) 265-7605,6820201
06/17/2015,HYUN,LL,,GRY,L750354,IL,701 N. Sacramento,(773) 265-7605,6820218
06/17/2015,HYUN,LL,,BLU,R485703,IL,701 N. Sacramento,(773) 265-7605,6820190
06/17/2015,INFI,4D,,GRY,E827821,IL,701 N. Sacramento,(773) 265-7605,6820233
06/17/2015,INFI,4D,,BLK,V140712,IL,10300 S. Doty,(773) 568-8495,2766311
06/17/2015,INFI,4D,,GRY,V489960,IL,701 N. Sacramento,(773) 265-7605,6820207
06/17/2015,INFI,4H,,BLK,V986394,IL,701 N. Sacramento,(773) 265-7605,6820186
06/17/2015,INFI,4T,,BLK,V932793,IL,701 N. Sacramento,(773) 265-7605,6820185
06/17/2015,INTL,SE,TK,BRO,P834929,IL,701 N. Sacramento,(773) 265-7605,6820197
06/17/2015,JEEP,LL,,BLU,R138029,IL,701 N. Sacramento,(773) 265-7605,6820174
06/17/2015,JEEP,LL,CHE,GRN,910XLE,WI,10300 S. Doty,(773) 568-8495,2766320
06/17/2015,JEEP,LL,,GRY,V531268,IL,701 N. Sacramento,(773) 265-7605,6820180
06/17/2015,JEEP,LL,CHE,GRY,S905606,IL,701 N. Sacramento,(773) 265-7605,6820230
06/17/2015,JEEP,LL,CHE,GRY,E158731,IL,10300 S. Doty,(773) 568-8495,2766321
06/17/2015,JEEP,LL,,WHI,S925777,IL,701 N. Sacramento,(773) 265-7605,6820171
06/17/2015,KIA,4D,,TAN,V843066,IL,701 N. Sacramento,(773) 265-7605,6820192
06/17/2015,KIA,4D,,BLU,E959219,IL,10300 S. Doty,(773) 568-8495,2766317
06/17/2015,KIA,4T,,SIL,E552170,IL,10300 S. Doty,(773) 568-8495,2766334
06/17/2015,LINC,4D,,TAN,,IL,701 N. Sacramento,(773) 265-7605,6820204
06/17/2015,MAZD,SW,PRO,GRY,S945458,IL,701 N. Sacramento,(773) 265-7605,6820194
06/17/2015,MERC,4D,MGO,MAR,E359826,IL,701 N. Sacramento,(773) 265-7605,6820212
06/17/2015,MERC,4T,,GLD,V509979,IL,701 N. Sacramento,(773) 265-7605,6820165
06/17/2015,MERZ,4T,,BLU,S148593,IL,701 N. Sacramento,(773) 265-7605,6820170
06/17/2015,MITS,4D,GAL,WHI,L772330,IL,701 N. Sacramento,(773) 265-7605,6820221
06/17/2015,MITS,4D,,WHI,V150203,IL,10300 S. Doty,(773) 568-8495,2766333
06/17/2015,MITS,4D,GAL,GRY,E230769,IL,701 N. Sacramento,(773) 265-7605,6820203
06/17/2015,MITS,4D,,BLK,V769375,IL,10300 S. Doty,(773) 568-8495,2766306
06/17/2015,MITS,4T,,SIL,V757164,IL,701 N. Sacramento,(773) 265-7605,6820187
06/17/2015,NISS,4D,,GLD,E744377,IL,701 N. Sacramento,(773) 265-7605,6820163
06/17/2015,NISS,4D,,BLK,V156316,IL,701 N. Sacramento,(773) 265-7605,6820250
06/17/2015,NISS,4D,,GRY,JPY5469,IL,701 N. Sacramento,(773) 265-7605,6820238
06/17/2015,NISS,LL,,BGE,115S656,IL,701 N. Sacramento,(773) 265-7605,6820162
06/17/2015,PONT,4D,GRA,BLK,E398530,IL,10300 S. Doty,(773) 568-8495,2766323
06/17/2015,PONT,4D,,BLU,E395571,IL,10300 S. Doty,(773) 568-8495,2766300
06/17/2015,PONT,4D,,GRY,X207829,IL,701 N. Sacramento,(773) 265-7605,6820219
06/17/2015,PONT,4D,GRA,GLD,P584437,IL,10300 S. Doty,(773) 568-8495,2766318
06/17/2015,PONT,4D,,SIL,E899631,IL,10300 S. Doty,(773) 568-8495,2766328
06/17/2015,PONT,4D,,BLK,V943594,IL,10300 S. Doty,(773) 568-8495,2766302
06/17/2015,PONT,4D,GRA,BLU,E104708,IL,701 N. Sacramento,(773) 265-7605,6820224
06/17/2015,PONT,4D,GRA,GRY,S483097,IL,701 N. Sacramento,(773) 265-7605,6820206
06/17/2015,PONT,4T,,SIL,V279434,IL,10300 S. Doty,(773) 568-8495,2766335
06/17/2015,PONT,LL,,BLU,R478210,IL,701 N. Sacramento,(773) 265-7605,6820175
06/17/2015,SATR,4D,,GRY,R593849,IL,701 N. Sacramento,(773) 265-7605,6820208
06/17/2015,SUBA,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2766331
06/17/2015,SUBA,4T,,MAR,V512702,IL,701 N. Sacramento,(773) 265-7605,6820176
06/17/2015,SUBA,SW,,MAR,H742855,IL,701 N. Sacramento,(773) 265-7605,6820239
06/17/2015,TOYT,2D,,GRN,H115922,IL,701 N. Sacramento,(773) 265-7605,6820245
06/17/2015,TOYT,4D,,BGE,E217328,IL,701 N. Sacramento,(773) 265-7605,6820211
06/17/2015,TOYT,4D,,BLK,E421812,IL,701 N. Sacramento,(773) 265-1846,1533488
06/17/2015,TOYT,4D,,SIL,E469912,IL,701 N. Sacramento,(773) 265-7605,6820182
06/17/2015,TOYT,4D,,GLD,K824017,IL,10300 S. Doty,(773) 568-8495,2766299
06/17/2015,TOYT,4D,,TAN,D2158,IA,10300 S. Doty,(773) 568-8495,2766305
06/17/2015,TOYT,4D,COA,BLU,N202727,IL,701 N. Sacramento,(773) 265-7605,6820235
06/17/2015,TOYT,4D,TER,GRN,R314686,IL,701 N. Sacramento,(773) 265-7605,6820199
06/17/2015,TOYT,LL,,BLK,S490153,IL,701 N. Sacramento,(773) 265-7605,6820210
06/17/2015,TOYT,SD,,SIL,V897072,IL,10300 S. Doty,(773) 568-8495,2766308
06/17/2015,VOLK,4D,,BLU,E388470,IL,10300 S. Doty,(773) 568-8495,2766313
06/17/2015,VOLV,SW,,BLK,K584010,IL,701 N. Sacramento,(773) 265-7605,6820189
06/16/2015,AUDI,LL,,SIL,V899411,IL,701 N. Sacramento,(773) 265-7605,6820124
06/16/2015,BMW,4D,,BLK,E733228,IL,701 N. Sacramento,(773) 265-7605,6820104
06/16/2015,BUIC,4D,,WHI,E443115,IL,701 N. Sacramento,(773) 265-7605,6820155
06/16/2015,BUIC,4D,,BGE,E571627,IL,701 N. Sacramento,(773) 265-7605,6820119
06/16/2015,BUIC,4D,,MAR,214S234,IL,701 N. Sacramento,(773) 265-7605,6820153
06/16/2015,CADI,4D,,GLD,,IL,10300 S. Doty,(773) 568-8495,2766270
06/16/2015,CHEV,2D,,WHI,S880321,IL,701 N. Sacramento,(773) 265-7605,6820138
06/16/2015,CHEV,4D,,GRY,YESUM49,IL,10300 S. Doty,(773) 568-8495,2766293
06/16/2015,CHEV,4D,,RED,E812719,IL,10300 S. Doty,(773) 568-8495,2766295
06/16/2015,CHEV,4D,,BLK,856LVD,IN,701 N. Sacramento,(773) 265-7605,6820122
06/16/2015,CHEV,4D,IMP,BGE,E988494,IL,10300 S. Doty,(773) 568-8495,2766288
06/16/2015,CHEV,4D,,BLU,V898769,IL,701 N. Sacramento,(773) 265-7605,6820111
06/16/2015,CHEV,4D,,TAN,N145744,IL,10300 S. Doty,(773) 785-9752,1715306
06/16/2015,CHEV,LL,,BLU,112872B,IL,10300 S. Doty,(773) 568-8495,2766289
06/16/2015,CHEV,LL,,BLU,N438087,IL,701 N. Sacramento,(773) 265-7605,6820151
06/16/2015,CHEV,VN,,BLU,E742107,IL,701 N. Sacramento,(773) 265-7605,6820105
06/16/2015,CHRY,4D,,GLD,110MHG,FL,701 N. Sacramento,(773) 265-7605,6820099
06/16/2015,CHRY,4D,,GRN,R316890,IL,701 N. Sacramento,(773) 265-7605,6820130
06/16/2015,CHRY,VN,TK,MAR,S891094,IL,10300 S. Doty,(773) 568-8495,2766291
06/16/2015,DODG,4D,,BLK,S150322,IL,10300 S. Doty,(773) 568-8495,2766285
06/16/2015,DODG,4D,,SIL,R363088,IL,10300 S. Doty,(773) 568-8495,2766286
06/16/2015,DODG,4D,,SIL,R963307,IL,701 N. Sacramento,(773) 265-7605,6820109
06/16/2015,DODG,VA,,GRN,S865786,IL,10300 S. Doty,(773) 785-9752,1715303
06/16/2015,DODG,VN,,TAN,,IL,10300 S. Doty,(773) 568-8495,2766274
06/16/2015,DODG,VN,,MAR,V617649,IL,701 N. Sacramento,(773) 265-7605,6820132
06/16/2015,DODG,VN,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6820094
06/16/2015,DODG,VN,,SIL,X762426,IL,10300 S. Doty,(773) 568-8495,2766273
06/16/2015,DODG,VN,,BLU,E362873,IL,701 N. Sacramento,(773) 265-7605,6820106
06/16/2015,DODG,VN,,RED,,IL,10300 S. Doty,(773) 785-9752,1715301
06/16/2015,FORD,2D,,GRN,E927721,IL,10300 S. Doty,(773) 568-8495,2766275
06/16/2015,FORD,4D,,SIL,E396998,IL,400 E. Lower Wacker,(312) 744-7550,928634
06/16/2015,FORD,4D,,BLK,E347342,IL,701 N. Sacramento,(773) 265-7605,6820118
06/16/2015,FORD,4D,,RED,S106503,IL,701 N. Sacramento,(773) 265-7605,6820103
06/16/2015,FORD,LL,TK,GRN,E930483,IL,701 N. Sacramento,(773) 265-7605,6820097
06/16/2015,FORD,LL,TK,BLK,R421426,IL,701 N. Sacramento,(773) 265-7605,6820136
06/16/2015,FORD,PK,,WHI,1688320,IL,10300 S. Doty,(773) 568-8495,2766277
06/16/2015,FORD,PK,,RED,1447418-,IL,701 N. Sacramento,(773) 265-7605,6820148
06/16/2015,FORD,PK,,WHI,1742307B,IL,701 N. Sacramento,(773) 265-7605,6820149
06/16/2015,FORD,VN,,GRN,R547485,IL,10300 S. Doty,(773) 568-8495,2766283
06/16/2015,GEO,4D,,RED,E672196,IL,10300 S. Doty,(773) 568-8495,2766292
06/16/2015,GMC,LL,,GRY,E610545,IL,701 N. Sacramento,(773) 265-7605,6820140
06/16/2015,HOND,2D,,SIL,S156885,IL,701 N. Sacramento,(773) 265-7605,6820121
06/16/2015,HOND,4D,,GRY,CET5849,NC,701 N. Sacramento,(773) 265-7605,6820134
06/16/2015,HYUN,4D,,BLK,E435903,IL,701 N. Sacramento,(773) 265-7605,6820139
06/16/2015,HYUN,4D,,WHI,E558165,IL,701 N. Sacramento,(773) 265-7605,6820133
06/16/2015,HYUN,LL,,BLK,V839914,IL,701 N. Sacramento,(773) 265-7605,6820152
06/16/2015,INFI,4D,,BLU,V941396,IL,701 N. Sacramento,(773) 265-7605,6820096
06/16/2015,JEEP,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2766296
06/16/2015,JEEP,LL,,BLK,K653862,IL,701 N. Sacramento,(773) 265-7605,6820135
06/16/2015,JEEP,LL,TK,WHI,2077BU,IL,701 N. Sacramento,(773) 265-7605,6820092
06/16/2015,KIA,4D,,MAR,E565561,IL,701 N. Sacramento,(773) 265-7605,6820127
06/16/2015,LAND,LL,,SIL,3386548,IL,701 N. Sacramento,(773) 265-7605,6820089
06/16/2015,MAZD,4D,,SIL,S481321,IL,10300 S. Doty,(773) 568-8495,2766290
06/16/2015,MERC,4D,,RED,E350095,IL,10300 S. Doty,(773) 568-8495,2766279
06/16/2015,MERC,4D,,BLK,E355754,IL,701 N. Sacramento,(773) 265-7605,6820110
06/16/2015,NISS,4D,,WHI,ULISESH,IL,701 N. Sacramento,(773) 265-7605,6820120
06/16/2015,OLDS,4D,,BLK,V132089,IL,701 N. Sacramento,(773) 265-7605,6820142
06/16/2015,PONT,2D,,BLK,P135706,IL,10300 S. Doty,(773) 785-9752,1715302
06/16/2015,PONT,4D,,WHI,V291153,IL,701 N. Sacramento,(773) 265-7605,6820141
06/16/2015,PONT,4D,,MAR,E396903,IL,10300 S. Doty,(773) 568-8495,2766294
06/16/2015,PONT,4D,,WHI,E915433,IL,701 N. Sacramento,(773) 265-7605,6820156
06/16/2015,PONT,4D,,RED,L731835,IL,10300 S. Doty,(773) 785-9752,1715307
06/16/2015,PONT,4D,,GRY,V151199,IL,701 N. Sacramento,(773) 265-7605,6820129
06/16/2015,PONT,4D,,WHI,V358899,IL,701 N. Sacramento,(773) 265-1846,1533485
06/16/2015,PONT,VN,,SIL,S941609,IL,10300 S. Doty,(773) 785-9752,1715305
06/16/2015,SATR,4D,,BLU,,,10300 S. Doty,(773) 568-8495,2766280
06/16/2015,SUZI,LL,,WHI,S229393,IL,701 N. Sacramento,(773) 265-7605,6820150
06/16/2015,TOYT,2D,,GRY,V170331,IL,701 N. Sacramento,(773) 265-7605,6820147
06/16/2015,TOYT,4D,,BLU,V858686,IL,701 N. Sacramento,(773) 265-7605,6820115
06/16/2015,TOYT,4D,,WHI,R247748,IL,701 N. Sacramento,(773) 265-7605,6820143
06/16/2015,TOYT,4D,,PLE,E988706,IL,10300 S. Doty,(773) 568-8495,2766284
06/16/2015,TOYT,4D,,GRN,V959480,IL,701 N. Sacramento,(773) 265-7605,6820088
06/16/2015,TOYT,4D,,GRY,S441317,IL,10300 S. Doty,(773) 568-8495,2766297
06/16/2015,TOYT,LL,TK,BLK,E561783,IL,701 N. Sacramento,(773) 265-7605,6820095
06/16/2015,,VN,,PLE,V102319,IL,701 N. Sacramento,(773) 265-7605,6820144
06/15/2015,ACUR,LL,,SIL,V145471,IL,10300 S. Doty,(773) 568-8495,2766241
06/15/2015,AUDI,4D,,BLU,991R367,IL,10300 S. Doty,(773) 568-8495,2766271
06/15/2015,AUDI,4D,,SIL,V701679,IL,10300 S. Doty,(773) 785-9752,1715299
06/15/2015,BUIC,4D,,MAR,,,10300 S. Doty,(773) 568-8495,2766244
06/15/2015,BUIC,4D,,SIL,WVO422,IN,10300 S. Doty,(773) 568-8495,2766231
06/15/2015,CHEV,4D,,SIL,118S076,IL,701 N. Sacramento,(773) 265-7605,6820070
06/15/2015,CHEV,4D,,WHI,N842724,IL,701 N. Sacramento,(773) 265-1846,1533482
06/15/2015,CHEV,4D,,BLK,L859212,IL,701 N. Sacramento,(773) 265-7605,6820064
06/15/2015,CHEV,4D,,GRY,E496408,IL,701 N. Sacramento,(773) 265-7605,6820076
06/15/2015,CHEV,LL,,BLK,E420670,IL,10300 S. Doty,(773) 568-8495,2766252
06/15/2015,CHEV,LL,TK,WHI,DAVIDHR,IL,10300 S. Doty,(773) 568-8495,2766262
06/15/2015,CHEV,LL,,BLU,E652464,IL,10300 S. Doty,(773) 568-8495,2766240
06/15/2015,CHEV,LL,,GRN,992R800,IL,701 N. Sacramento,(773) 265-7605,6820060
06/15/2015,CHEV,LL,,GRY,E206814,IL,10300 S. Doty,(773) 568-8495,2766225
06/15/2015,CHEV,LL,,TAN,L748800,IL,10300 S. Doty,(773) 568-8495,2766236
06/15/2015,CHEV,PK,TK,BLU,11714LE,IL,701 N. Sacramento,(773) 265-7605,6820055
06/15/2015,CHEV,PK,,GRN,1710540,IL,701 N. Sacramento,(773) 265-7605,6820078
06/15/2015,CHEV,VN,TK,BLU,V523243,IL,10300 S. Doty,(773) 568-8495,2766258
06/15/2015,CHRY,4D,SEB,RED,WHL153,IN,10300 S. Doty,(773) 568-8495,2766264
06/15/2015,CHRY,4D,,BLU,L827883,IL,701 N. Sacramento,(773) 265-1846,1533483
06/15/2015,CHRY,4D,,GRY,523XGW,WI,10300 S. Doty,(773) 568-8495,2766263
06/15/2015,CHRY,4D,,SIL,E383451,IL,10300 S. Doty,(773) 568-8495,2766229
06/15/2015,CHRY,VN,,BLU,5009492,IL,701 N. Sacramento,(773) 265-1846,1533480
06/15/2015,DODG,4D,,MAR,YBI532,IL,701 N. Sacramento,(773) 265-1846,1533481
06/15/2015,DODG,4D,,GRY,V739614,IL,10300 S. Doty,(773) 568-8495,2766267
06/15/2015,DODG,4D,,BLU,S674334,IL,10300 S. Doty,(773) 568-8495,2766265
06/15/2015,DODG,LL,,BLU,CTR388,IA,10300 S. Doty,(773) 568-8495,2766250
06/15/2015,DODG,PK,,BLK,1398592,IL,701 N. Sacramento,(773) 265-7605,6820073
06/15/2015,DODG,PK,,GRY,Y749057,IL,701 N. Sacramento,(773) 265-7605,6820065
06/15/2015,DODG,VN,,RED,E379441,IL,701 N. Sacramento,(773) 265-7605,6820069
06/15/2015,DODG,VN,TK,RED,428TPJ,AR,10300 S. Doty,(773) 568-8495,2766222
06/15/2015,DODG,VN,TK,GLD,E390108,IL,10300 S. Doty,(773) 568-8495,2766261
06/15/2015,DODG,VN,TK,WHI,E877333,IL,701 N. Sacramento,(773) 265-7605,6820050
06/15/2015,DODG,VN,,GRY,V597037,IL,10300 S. Doty,(773) 568-8495,2766227
06/15/2015,FORD,2D,,BLK,125552,IL,10300 S. Doty,(773) 568-8495,2766226
06/15/2015,FORD,4D,,SIL,MK7M2G,MO,10300 S. Doty,(773) 568-8495,2766238
06/15/2015,FORD,4D,,SIL,R422214,IL,10300 S. Doty,(773) 568-8495,2766259
06/15/2015,FORD,4D,TAU,MAR,S914345,IL,701 N. Sacramento,(773) 265-7605,6820084
06/15/2015,FORD,4D,,TAN,151S825,IL,10300 S. Doty,(773) 568-8495,2766272
06/15/2015,FORD,4D,,RED,E355061,IL,701 N. Sacramento,(773) 265-7605,6820045
06/15/2015,FORD,LL,TK,BLK,X531967,IL,701 N. Sacramento,(773) 265-7605,6820058
06/15/2015,FORD,PK,,RED,1538870,IL,701 N. Sacramento,(773) 265-7605,6820072
06/15/2015,FORD,VC,,RED,E672626,IL,10300 S. Doty,(773) 568-8495,2766218
06/15/2015,GEO,4D,,RED,V414956,IL,701 N. Sacramento,(773) 265-7605,6820051
06/15/2015,GMC,LL,,BLK,K743884,IL,10300 S. Doty,(773) 568-8495,466817
06/15/2015,GMC,VN,TK,BLU,E276349,IL,701 N. Sacramento,(773) 265-7605,6820079
06/15/2015,HOND,2D,,BLU,WBG780,IN,10300 S. Doty,(773) 568-8495,2766230
06/15/2015,HOND,2D,,RED,,IL,701 N. Sacramento,(773) 265-7605,6820077
06/15/2015,HOND,VN,,GRY,P115472,IL,701 N. Sacramento,(773) 265-7605,6820071
06/15/2015,JEEP,LL,,BLK,V302952,IL,10300 S. Doty,(773) 568-8495,2766255
06/15/2015,KIA,4D,,SIL,4234743,IL,10300 S. Doty,(773) 568-8495,2766239
06/15/2015,KIA,LL,,SIL,X477253,IL,701 N. Sacramento,(773) 265-7605,6820066
06/15/2015,MERC,LL,TK,GRN,S943143,IL,701 N. Sacramento,(773) 265-7605,6820075
06/15/2015,NISS,4D,,GLD,V134869,IL,10300 S. Doty,(773) 568-8495,2766242
06/15/2015,NISS,4D,,SIL,E143339,IL,400 E. Lower Wacker,(312) 744-7550,928515
06/15/2015,NISS,4D,,BLU,S689848,IL,701 N. Sacramento,(773) 265-7605,6820063
06/15/2015,NISS,LL,,BLK,1620805,IL,701 N. Sacramento,(773) 265-7605,6820059
06/15/2015,NISS,LL,TK,TAN,V775498,IL,701 N. Sacramento,(773) 265-7605,6820062
06/15/2015,OLDS,LL,,RED,L731757,IL,10300 S. Doty,(773) 568-8495,2766254
06/15/2015,PONT,4D,,BLU,971R884,IL,701 N. Sacramento,(773) 265-7605,6820044
06/15/2015,PONT,4D,,WHI,E868188,IL,10300 S. Doty,(773) 568-8495,2766234
06/15/2015,PONT,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2766246
06/15/2015,PONT,4D,,SIL,E671502,IL,701 N. Sacramento,(773) 265-7605,6820061
06/15/2015,PONT,4D,,SIL,N760103,IL,10300 S. Doty,(773) 568-8495,2766269
06/15/2015,PONT,LL,,BLK,539ARY,IN,701 N. Sacramento,(773) 265-7605,6820085
06/15/2015,PONT,VN,TK,TAN,E309800,IL,10300 S. Doty,(773) 568-8495,2766223
06/15/2015,SAA,4D,,RED,943R071,IL,701 N. Sacramento,(773) 265-7605,6820057
06/15/2015,SATR,2D,,BLK,S150863,IL,701 N. Sacramento,(773) 265-7605,6820052
06/15/2015,TOYT,4D,,RED,E417567,IL,10300 S. Doty,(773) 568-8495,2766249
06/15/2015,TOYT,VN,,MAR,854R039,IL,10300 S. Doty,(773) 568-8495,2766260
06/15/2015,VOLK,4D,,BLK,V253404,IL,10300 S. Doty,(773) 568-8495,2766257
06/14/2015,ACUR,4D,,WHI,E470777,IL,10300 S. Doty,(773) 568-8495,2766211
06/14/2015,ACUR,4D,,GRY,218S350,IL,701 N. Sacramento,(773) 265-7605,6820018
06/14/2015,BMW,2D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2766217
06/14/2015,BMW,4D,,GRY,S148160,IL,701 N. Sacramento,(773) 265-7605,6820035
06/14/2015,BUIC,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2766187
06/14/2015,BUIC,4T,,BLK,DBD8003,MI,701 N. Sacramento,(773) 265-7605,6820010
06/14/2015,BUIC,LL,,MAR,L688229,IL,701 N. Sacramento,(773) 265-7605,6820009
06/14/2015,CADI,4D,,BLK,E697495,IL,701 N. Sacramento,(773) 265-7605,6820034
06/14/2015,CADI,4D,,SIL,R133594,IL,10300 S. Doty,(773) 568-8495,2766219
06/14/2015,CHEV,4D,,BLU,V135698,IL,10300 S. Doty,(773) 568-8495,2766180
06/14/2015,CHEV,4D,,WHI,R765522,IL,701 N. Sacramento,(773) 265-7605,6820040
06/14/2015,CHEV,4D,,SIL,E294669,IL,10300 S. Doty,(773) 568-8495,2766179
06/14/2015,CHEV,4D,IMP,GRY,S957448,IL,701 N. Sacramento,(773) 265-7605,6820016
06/14/2015,CHEV,4D,,BLK,V613438,IL,10300 S. Doty,(773) 568-8495,2766177
06/14/2015,CHEV,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2766207
06/14/2015,CHEV,4D,,WHI,9809494,IL,10300 S. Doty,(773) 568-8495,2766204
06/14/2015,CHEV,4D,,WHI,E309071,IL,701 N. Sacramento,(773) 265-7605,6820029
06/14/2015,CHEV,4D,CAV,BLU,E379615,IL,10300 S. Doty,(773) 568-8495,2766201
06/14/2015,CHEV,VN,EXP,MAR,E700955,IL,701 N. Sacramento,(773) 265-7605,6820017
06/14/2015,CHEV,VN,AST,WHI,P354344,IL,701 N. Sacramento,(773) 265-7605,6820015
06/14/2015,CHRY,4D,,SIL,X929835,IL,10300 S. Doty,(773) 568-8495,2766220
06/14/2015,CHRY,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6820022
06/14/2015,CHRY,VN,,GRN,E396085,IL,10300 S. Doty,(773) 568-8495,2766188
06/14/2015,DODG,4D,,SIL,E117497,IL,10300 S. Doty,(773) 568-8495,2766216
06/14/2015,DODG,LL,,TAN,V482119,IL,10300 S. Doty,(773) 568-8495,2766203
06/14/2015,DODG,PK,,SIL,1317060B,IL,10300 S. Doty,(773) 568-8495,2766206
06/14/2015,DODG,VN,,SIL,E694632,IL,701 N. Sacramento,(773) 265-7605,6820011
06/14/2015,FORD,2D,,BLK,S462113,IL,701 N. Sacramento,(773) 265-7605,6820012
06/14/2015,FORD,4D,TAU,RED,Y749393,IL,10300 S. Doty,(773) 568-8495,2766202
06/14/2015,FORD,4D,TAU,BLU,S104195,IL,10300 S. Doty,(773) 568-8495,2766199
06/14/2015,FORD,LL,TK,WHI,R218455,IL,701 N. Sacramento,(773) 265-7605,6820027
06/14/2015,FORD,,F25,GRN,181664EN,IL,701 N. Sacramento,(773) 265-7605,6820014
06/14/2015,FRHT,TR,,BLK,04AR9B,MO,10300 S. Doty,(773) 568-8495,2766198
06/14/2015,GMC,LL,,WHI,A493124,IL,701 N. Sacramento,(773) 265-7605,6820028
06/14/2015,GMC,VN,,GRY,235KFM,WI,701 N. Sacramento,(773) 265-7605,6820003
06/14/2015,HOND,4T,,BLK,105NRP,MN,701 N. Sacramento,(773) 265-7605,6820002
06/14/2015,INFI,4D,,GRY,Y718726,IL,10300 S. Doty,(773) 568-8495,466816
06/14/2015,INFI,4D,,GRY,Y748490,IL,10300 S. Doty,(773) 568-8495,2766176
